Drug,Cell,labels
374551,UO_31,0.0
756660,MDA_MB_435,1.0
56410,UACC_62,1.0
287459,MALME_3M,1.0
368390,M14,0.0
127716,OVCAR_3,0.0
757087,SN12C,1.0
118218,HT29,0.0
757804,MCF7,1.0
79037,DU_145,0.0
77213,SF_295,0.0
301739,SK_MEL_2,0.0
757036,HOP_92,0.0
734294,K_562,1.0
51143,OVCAR_4,0.0
107392,NCI_H460,0.0
343499,HL_60,1.0
681646,SF_539,1.0
143020,HT29,1.0
754366,SK_MEL_2,1.0
627168,MDA_N,0.0
118218,RPMI_8226,0.0
134679,PC_3,0.0
124463,RXF_393,0.0
697887,HCT_15,0.0
623017,NCI_H460,1.0
697912,TK_10,0.0
271674,RXF_393,0.0
73754,MALME_3M,0.0
27640,OVCAR_3,1.0
639174,HOP_62,1.0
789797,NCI_ADR_RES,0.0
104800,HT29,0.0
740268,SK_MEL_28,0.0
740645,MDA_MB_435,0.0
107392,EKVX,0.0
246131,U251,1.0
77213,SW_620,0.0
249992,CCRF_CEM,1.0
281612,SF_539,1.0
266046,HCT_15,1.0
757804,SK_MEL_28,0.0
126771,MDA_MB_231,1.0
295500,RXF_393,1.0
710270,SR,1.0
26980,OVCAR_4,0.0
34462,HT29,0.0
218321,SNB_19,0.0
337766,HL_60,1.0
789797,KM12,0.0
271674,MDA_N,1.0
681644,SK_MEL_2,0.0
681645,T47D,1.0
127716,BT_549,0.0
276382,CCRF_CEM,0.0
279836,SNB_19,1.0
256927,RPMI_8226,1.0
681639,MALME_3M,0.0
249910,NCI_H23,1.0
1390,M14,1.0
281612,MDA_MB_231,0.0
34462,IGROV1,0.0
374028,SK_MEL_5,1.0
148958,HS578T,0.0
169780,SW_620,1.0
143095,RXF_393,0.0
772992,MDA_MB_435,0.0
755985,OVCAR_5,0.0
759614,SN12C,0.0
320846,DU_145,1.0
725776,SNB_19,1.0
755880,SK_MEL_28,0.0
606985,M14,1.0
752840,MDA_N,0.0
56410,HCT_15,0.0
755841,IGROV1,1.0
697912,K_562,0.0
755,HOP_92,1.0
736202,CCRF_CEM,1.0
697887,EKVX,0.0
754365,TK_10,0.0
706744,TK_10,0.0
135758,MDA_MB_435,0.0
351710,HS578T,0.0
765396,NCI_H522,0.0
702294,NCI_H322M,0.0
623017,A549,1.0
224131,U251,1.0
754771,KM12,1.0
683555,M14,1.0
760419,NCI_H226,0.0
681646,K_562,0.0
736201,RPMI_8226,1.0
349174,KM12,0.0
368390,HL_60,1.0
174121,OVCAR_5,0.0
735037,HCT_15,0.0
63878,SK_MEL_5,0.0
758667,SNB_75,1.0
724998,HCT_15,0.0
9706,MDA_MB_231,0.0
606499,OVCAR_3,0.0
303812,MDA_MB_435,0.0
681642,SK_MEL_2,0.0
224131,HL_60,1.0
637037,A498,1.0
789797,CAKI_1,1.0
343499,HT29,0.0
606497,NCI_H322M,0.0
100880,CCRF_CEM,1.0
610457,MOLT_4,1.0
104800,HCT_15,1.0
295500,MDA_MB_435,0.0
681642,OVCAR_8,1.0
303812,SW_620,1.0
754230,NCI_H322M,0.0
610456,PC_3,0.0
3053,IGROV1,0.0
728073,K_562,0.0
758230,TK_10,0.0
637651,MALME_3M,1.0
765396,KM12,0.0
95382,UACC_62,1.0
603074,DU_145,0.0
728073,HOP_92,1.0
681646,T47D,1.0
683558,SNB_19,1.0
369100,MDA_MB_435,0.0
639174,EKVX,0.0
95466,SF_268,1.0
627168,NCI_H322M,1.0
610458,MDA_N,0.0
710270,MOLT_4,1.0
71851,MDA_MB_231,0.0
71795,MDA_MB_435,1.0
759155,786_0,1.0
314622,786_0,0.0
295501,NCI_H322M,0.0
682298,SF_539,1.0
755880,NCI_H322M,1.0
760419,OVCAR_8,0.0
167780,SNB_19,0.0
606499,U251,1.0
328410,SNB_75,1.0
682298,MCF7,1.0
754365,NCI_ADR_RES,1.0
271674,SK_MEL_2,0.0
681633,LOXIMVI,1.0
755985,SK_MEL_2,0.0
606173,IGROV1,0.0
3088,HT29,0.0
268242,LOXIMVI,1.0
682298,786_0,1.0
352122,K_562,1.0
354646,MALME_3M,0.0
94600,MALME_3M,0.0
681642,HL_60,1.0
301739,OVCAR_5,0.0
118994,MDA_MB_231,1.0
409962,M14,0.0
71261,SF_268,1.0
758255,TK_10,1.0
755841,SNB_75,1.0
740268,MDA_N,0.0
772992,NCI_H460,0.0
634724,HCC_2998,0.0
681646,UACC_62,1.0
338947,NCI_H226,1.0
125066,OVCAR_4,0.0
281612,NCI_H522,1.0
353451,PC_3,0.0
338947,BT_549,0.0
758251,MCF7,1.0
709237,SK_MEL_2,0.0
369100,UACC_257,1.0
603071,MCF7,1.0
139105,RPMI_8226,1.0
176323,UACC_257,0.0
724998,SNB_19,0.0
1390,OVCAR_3,1.0
354646,MCF7,1.0
218321,T47D,0.0
681636,NCI_H460,1.0
725776,TK_10,0.0
89201,RPMI_8226,1.0
32065,MDA_MB_231,1.0
369395,HOP_62,1.0
606985,HOP_92,0.0
683557,HL_60,1.0
736202,786_0,1.0
154948,MDA_MB_435,0.0
264137,T47D,1.0
167780,786_0,1.0
740268,HOP_62,1.0
141549,MALME_3M,1.0
8806,OVCAR_3,0.0
758255,SF_295,1.0
757348,NCI_H522,1.0
256439,TK_10,0.0
126771,MALME_3M,0.0
3053,NCI_H23,0.0
736201,NCI_H322M,0.0
616348,COLO205,0.0
757098,UACC_62,1.0
755985,T47D,0.0
747856,BT_549,1.0
740,UACC_62,1.0
123127,CAKI_1,0.0
683555,SR,1.0
302991,SK_MEL_5,1.0
351710,BT_549,0.0
606869,HS578T,0.0
681637,NCI_H23,1.0
656889,SR,0.0
71261,SF_539,1.0
603074,MDA_N,0.0
633782,A498,1.0
719627,RXF_393,1.0
105014,MCF7,1.0
638066,HCT_15,0.0
719276,ACHN,0.0
320846,M14,0.0
1390,HOP_92,1.0
26271,KM12,0.0
3053,COLO205,1.0
702294,HCT_15,0.0
755841,A549,1.0
757804,A498,1.0
681646,NCI_H23,1.0
710270,DU_145,1.0
735037,SK_MEL_2,0.0
344007,SR,1.0
351710,HT29,0.0
364830,COLO205,0.0
759263,OVCAR_5,0.0
606869,SK_MEL_5,1.0
639186,K_562,1.0
736198,HCT_15,0.0
681645,DU_145,1.0
735037,MALME_3M,0.0
132483,SF_268,1.0
756660,COLO205,0.0
610456,DU_145,1.0
95678,NCI_H460,1.0
610457,OVCAR_4,0.0
616348,BT_549,0.0
681642,RXF_393,0.0
241240,LOXIMVI,1.0
757098,MDA_N,0.0
606869,U251,1.0
613327,U251,1.0
352299,RXF_393,0.0
109724,DU_145,0.0
95441,RPMI_8226,1.0
606497,NCI_H522,1.0
759263,OVCAR_8,1.0
627505,KM12,1.0
768112,A498,0.0
1895,CAKI_1,1.0
639186,SF_295,1.0
83142,PC_3,0.0
643833,SF_539,1.0
606173,M14,1.0
364830,HOP_92,0.0
34462,SF_539,1.0
314622,SW_620,1.0
637651,NCI_H322M,1.0
38721,UACC_257,0.0
174121,CCRF_CEM,1.0
134033,MALME_3M,0.0
364830,A498,0.0
364830,EKVX,0.0
163501,MCF7,1.0
681646,SNB_19,1.0
765775,SR,1.0
256439,UACC_62,1.0
25154,MDA_MB_435,0.0
24559,SW_620,1.0
734294,SN12C,1.0
681635,NCI_H522,1.0
308847,HOP_92,0.0
141540,DU_145,1.0
719276,SF_268,0.0
747856,MOLT_4,1.0
256942,UACC_62,1.0
269148,MDA_N,0.0
740,PC_3,1.0
606173,TK_10,0.0
56410,A549,1.0
348948,DU_145,0.0
107124,MOLT_4,1.0
759155,U251,1.0
759878,NCI_H23,1.0
51143,OVCAR_5,0.0
337766,SK_MEL_2,0.0
681640,DU_145,1.0
3053,SF_295,0.0
759857,UO_31,1.0
295499,SK_MEL_5,1.0
224131,NCI_H522,0.0
365798,EKVX,0.0
681639,ACHN,1.0
127716,MALME_3M,0.0
82151,NCI_ADR_RES,0.0
740268,786_0,1.0
118218,NCI_H322M,0.0
772992,SF_268,1.0
369100,COLO205,1.0
768593,SNB_19,0.0
71851,NCI_H522,1.0
365798,SF_539,1.0
19893,COLO205,1.0
740521,TK_10,0.0
32065,HCC_2998,0.0
351710,MCF7,0.0
77213,T47D,0.0
697887,SF_295,0.0
755880,OVCAR_5,0.0
56410,CAKI_1,1.0
681635,MDA_MB_435,0.0
757098,SF_539,1.0
338947,RXF_393,1.0
6396,NCI_H522,0.0
755,IGROV1,0.0
256942,MDA_N,1.0
14229,TK_10,0.0
105132,SNB_19,1.0
26980,HT29,0.0
374551,T47D,1.0
633782,SK_MEL_28,0.0
681640,HS578T,0.0
63878,A549,1.0
752,BT_549,0.0
616348,NCI_ADR_RES,0.0
8806,OVCAR_4,0.0
105014,UO_31,1.0
138783,CCRF_CEM,1.0
758230,NCI_H460,1.0
264137,ACHN,0.0
683556,HCT_15,0.0
606172,OVCAR_5,0.0
758706,SNB_75,1.0
326231,A498,0.0
19893,EKVX,0.0
755,EKVX,0.0
606497,SF_295,1.0
63984,ACHN,0.0
143095,HS578T,0.0
736201,HOP_92,0.0
758255,NCI_H226,1.0
760764,COLO205,0.0
246131,MOLT_4,1.0
374551,UACC_62,1.0
634724,SF_539,1.0
708298,COLO205,0.0
352299,TK_10,0.0
138783,A498,1.0
752840,CAKI_1,1.0
104800,SF_295,1.0
791785,SK_MEL_5,1.0
94600,MDA_MB_435,0.0
38721,U251,0.0
77213,CAKI_1,1.0
27640,SK_MEL_28,0.0
754771,HT29,1.0
765396,LOXIMVI,1.0
606869,MDA_MB_231,0.0
708298,HL_60,1.0
757348,MDA_MB_435,1.0
760764,EKVX,0.0
606986,U251,1.0
79037,HT29,0.0
783107,786_0,1.0
364830,HL_60,1.0
682298,BT_549,0.0
618939,HT29,0.0
784722,SNB_19,1.0
759614,OVCAR_5,0.0
169780,HCT_116,1.0
752,MALME_3M,0.0
176323,HCT_15,0.0
606985,BT_549,0.0
246131,HOP_62,1.0
606497,NCI_H226,1.0
124463,NCI_ADR_RES,1.0
603074,UO_31,0.0
736493,HS578T,0.0
698037,HL_60,1.0
363812,SNB_19,0.0
694501,PC_3,0.0
619232,HOP_92,0.0
759614,SW_620,0.0
143020,A498,1.0
740,BT_549,0.0
409962,HCT_15,1.0
73754,M14,0.0
154948,SF_539,1.0
683557,A549,1.0
85998,NCI_H460,1.0
791785,SK_OV_3,0.0
758706,SNB_19,0.0
134679,IGROV1,0.0
784722,BT_549,0.0
143020,LOXIMVI,1.0
95466,DU_145,0.0
765396,UO_31,1.0
63984,UACC_257,0.0
38721,DU_145,0.0
728073,OVCAR_3,0.0
308847,PC_3,0.0
26980,SK_OV_3,0.0
768593,OVCAR_8,1.0
683556,BT_549,0.0
352299,SK_MEL_28,0.0
683556,ACHN,1.0
85998,SK_MEL_28,1.0
768112,EKVX,0.0
374551,CAKI_1,0.0
760419,HL_60,1.0
374551,SK_OV_3,0.0
681641,EKVX,0.0
281612,SR,0.0
759155,NCI_H23,1.0
772992,786_0,1.0
123127,IGROV1,1.0
673596,BT_549,1.0
118218,IGROV1,0.0
759155,RPMI_8226,0.0
1390,OVCAR_5,0.0
344007,SK_MEL_2,0.0
736202,NCI_H460,1.0
758671,ACHN,1.0
767125,OVCAR_8,0.0
176323,RXF_393,1.0
105132,EKVX,0.0
100880,SNB_75,1.0
724998,NCI_H522,0.0
791785,MCF7,1.0
613327,SK_MEL_5,0.0
182986,HCT_116,0.0
148958,MCF7,1.0
627505,786_0,1.0
737518,SK_OV_3,1.0
172112,OVCAR_5,0.0
357704,U251,1.0
765775,A498,1.0
118994,HS578T,0.0
760764,NCI_H460,1.0
606170,NCI_H23,0.0
249910,OVCAR_3,0.0
673596,OVCAR_5,0.0
312887,IGROV1,0.0
767125,HCT_116,0.0
343499,MALME_3M,0.0
603076,SF_539,1.0
767125,MDA_MB_435,0.0
145668,NCI_H460,1.0
127716,ACHN,0.0
156303,K_562,0.0
681635,NCI_H23,1.0
735037,OVCAR_5,0.0
295501,NCI_H23,1.0
132483,NCI_H322M,0.0
14229,SNB_75,1.0
34462,A498,0.0
156303,SW_620,1.0
355644,UACC_62,1.0
683558,NCI_H226,1.0
249910,BT_549,1.0
338947,HOP_62,1.0
352299,NCI_ADR_RES,0.0
757804,SF_268,1.0
754366,LOXIMVI,1.0
295500,SF_295,1.0
681635,RPMI_8226,1.0
95678,HCT_15,1.0
683558,MDA_MB_435,0.0
363812,SK_OV_3,0.0
683555,HCT_15,0.0
71261,NCI_H322M,0.0
102627,M14,0.0
756660,PC_3,0.0
182986,BT_549,0.0
122819,ACHN,1.0
757098,HCT_15,0.0
268242,CCRF_CEM,1.0
610456,OVCAR_8,1.0
758706,NCI_H226,1.0
758671,MOLT_4,1.0
606869,SK_OV_3,1.0
765396,OVCAR_8,0.0
708298,PC_3,0.0
107124,HS578T,0.0
627168,HCT_15,0.0
681637,T47D,1.0
758423,NCI_H460,1.0
100880,MDA_MB_231,0.0
281612,SF_295,0.0
256439,RPMI_8226,0.0
633782,SF_539,0.0
683555,NCI_H460,1.0
266046,SW_620,1.0
768593,HT29,1.0
681643,LOXIMVI,1.0
27640,HCT_15,0.0
697912,BT_549,0.0
184692,SK_MEL_2,0.0
95441,PC_3,0.0
218321,RXF_393,0.0
755,A498,0.0
105014,UACC_62,1.0
682298,HOP_62,1.0
682298,OVCAR_8,1.0
63878,HT29,0.0
314622,MDA_MB_435,0.0
249992,MCF7,1.0
295499,SF_539,1.0
351710,IGROV1,0.0
754230,TK_10,1.0
767125,OVCAR_5,0.0
26980,SK_MEL_2,0.0
141549,SK_OV_3,1.0
603076,IGROV1,0.0
126771,786_0,1.0
1390,SN12C,0.0
281612,EKVX,1.0
124463,786_0,1.0
698037,DU_145,0.0
755985,U251,0.0
32065,NCI_ADR_RES,1.0
326231,UACC_257,0.0
755985,MOLT_4,1.0
681642,SNB_19,1.0
603077,OVCAR_4,0.0
682298,NCI_H522,1.0
249910,HS578T,0.0
218321,NCI_H322M,0.0
24559,SK_MEL_28,1.0
6396,NCI_H23,1.0
681645,SW_620,0.0
633782,TK_10,0.0
681635,SN12C,1.0
697912,PC_3,0.0
354258,MCF7,1.0
783107,OVCAR_8,0.0
683556,NCI_H460,1.0
105014,786_0,1.0
606170,HT29,0.0
94600,SK_MEL_2,0.0
752,M14,1.0
758423,SNB_19,1.0
755841,A498,1.0
303812,T47D,0.0
95466,NCI_H522,0.0
249910,TK_10,0.0
754230,PC_3,1.0
702294,HL_60,1.0
156303,A549,1.0
725776,HT29,0.0
276382,SN12C,1.0
754366,MDA_N,0.0
178248,EKVX,0.0
38721,T47D,0.0
683557,LOXIMVI,1.0
683557,T47D,1.0
111533,MOLT_4,1.0
681643,PC_3,0.0
343499,MDA_MB_435,0.0
153353,MALME_3M,0.0
639186,EKVX,0.0
610458,LOXIMVI,1.0
355644,HCC_2998,0.0
740521,SK_MEL_28,0.0
681636,MCF7,1.0
756660,SK_OV_3,0.0
301739,OVCAR_4,0.0
127716,LOXIMVI,0.0
768593,KM12,0.0
606170,LOXIMVI,0.0
755880,NCI_ADR_RES,0.0
169780,SF_539,0.0
606497,CCRF_CEM,1.0
111533,CCRF_CEM,1.0
757036,SK_MEL_5,1.0
736624,MOLT_4,1.0
606986,EKVX,0.0
765775,RXF_393,1.0
95466,SR,1.0
352122,UO_31,0.0
606498,NCI_H522,1.0
639186,T47D,0.0
736201,COLO205,0.0
357704,HCC_2998,0.0
182986,NCI_H460,1.0
606869,NCI_H226,1.0
374551,OVCAR_5,0.0
71795,ACHN,1.0
606172,SK_MEL_2,0.0
3053,SK_MEL_28,1.0
758251,NCI_H322M,0.0
758251,BT_549,0.0
163501,A549,1.0
352122,UACC_62,1.0
19893,NCI_H226,0.0
681643,SW_620,0.0
176323,UO_31,1.0
765775,SF_295,1.0
363812,A549,1.0
174121,OVCAR_8,1.0
34462,SK_MEL_2,0.0
357704,MDA_N,0.0
603077,CAKI_1,1.0
32065,KM12,0.0
673596,CAKI_1,1.0
83142,EKVX,0.0
681635,MOLT_4,1.0
698037,SK_OV_3,0.0
344007,NCI_H322M,0.0
789797,NCI_H226,0.0
683556,786_0,1.0
702294,OVCAR_5,0.0
681634,KM12,0.0
783107,SN12C,1.0
3088,MDA_MB_435,0.0
610457,HCT_15,0.0
759878,HOP_62,1.0
759195,RXF_393,1.0
249910,NCI_H226,1.0
279836,OVCAR_3,0.0
111533,SK_MEL_5,1.0
349174,786_0,1.0
606985,COLO205,0.0
163501,HCC_2998,1.0
344007,EKVX,0.0
164011,SF_295,1.0
623017,NCI_H226,0.0
709237,CCRF_CEM,1.0
343499,NCI_H322M,0.0
174121,HCC_2998,1.0
610458,SF_268,1.0
681645,SF_295,1.0
295500,HCT_15,0.0
758667,NCI_H23,1.0
63984,HCT_15,1.0
124463,SN12C,1.0
363812,OVCAR_5,0.0
759155,A498,1.0
287459,SF_295,1.0
3053,U251,1.0
755880,SF_295,1.0
719276,KM12,0.0
639186,OVCAR_3,0.0
627168,LOXIMVI,1.0
710270,HCC_2998,1.0
681633,NCI_H322M,0.0
526598,MCF7,1.0
71795,NCI_H522,0.0
789797,MALME_3M,0.0
366140,NCI_H322M,0.0
606985,NCI_H23,1.0
100880,T47D,1.0
526598,SF_295,1.0
754230,MDA_MB_231,0.0
71261,MALME_3M,0.0
135758,BT_549,0.0
354646,HCC_2998,0.0
753686,MDA_N,0.0
603077,SK_MEL_28,0.0
681636,HS578T,0.0
172112,BT_549,0.0
673596,SN12C,1.0
51143,OVCAR_3,0.0
759195,NCI_ADR_RES,0.0
6396,UACC_62,1.0
71851,HOP_62,1.0
82151,UACC_257,0.0
182986,786_0,1.0
791785,NCI_H322M,0.0
105132,MDA_MB_231,0.0
132483,PC_3,0.0
735037,A498,0.0
757804,OVCAR_3,0.0
633782,HT29,0.0
697912,MOLT_4,1.0
724998,RPMI_8226,1.0
141549,K_562,1.0
634724,COLO205,0.0
314622,SF_539,1.0
610456,OVCAR_3,0.0
698037,HCT_15,0.0
338947,CAKI_1,0.0
725776,HOP_92,0.0
141549,MDA_MB_231,0.0
355644,OVCAR_8,0.0
256439,PC_3,0.0
302991,ACHN,0.0
71261,COLO205,0.0
107392,SW_620,0.0
163501,LOXIMVI,1.0
364830,NCI_H23,1.0
134679,HCT_116,1.0
736624,ACHN,1.0
681641,HCC_2998,0.0
95441,MDA_MB_231,0.0
758706,UO_31,0.0
623017,OVCAR_4,0.0
172112,MDA_MB_231,0.0
740,RPMI_8226,1.0
755841,786_0,1.0
758671,M14,1.0
71261,SN12C,0.0
673596,KM12,0.0
708298,OVCAR_8,1.0
3053,EKVX,0.0
56410,NCI_H226,0.0
681646,UACC_257,0.0
314622,NCI_H322M,0.0
355644,MALME_3M,0.0
757348,SK_OV_3,1.0
1895,IGROV1,0.0
768112,SK_OV_3,1.0
783107,OVCAR_5,1.0
122819,SF_295,1.0
107392,SK_MEL_28,0.0
681643,K_562,1.0
374551,SN12C,1.0
122819,MCF7,1.0
163501,DU_145,0.0
164011,SR,1.0
276382,SF_268,0.0
338947,NCI_H23,0.0
772992,NCI_H322M,0.0
176323,SF_295,1.0
754365,SF_268,1.0
603074,OVCAR_3,0.0
279836,KM12,0.0
26980,SF_295,1.0
603077,PC_3,0.0
789797,SF_295,0.0
755384,CCRF_CEM,1.0
354646,K_562,1.0
71851,A498,0.0
681634,NCI_H322M,0.0
618939,MDA_N,0.0
681644,NCI_H522,1.0
681634,NCI_H460,1.0
681639,MCF7,1.0
143095,HOP_92,0.0
673596,K_562,1.0
681644,M14,1.0
618939,CAKI_1,1.0
107392,OVCAR_5,0.0
357704,LOXIMVI,1.0
610457,T47D,1.0
755,NCI_H522,1.0
606173,HCT_15,0.0
656889,MDA_MB_231,0.0
95382,BT_549,0.0
249992,HL_60,1.0
758255,786_0,1.0
256942,OVCAR_5,0.0
34462,SNB_75,0.0
603074,COLO205,0.0
610459,SK_MEL_28,0.0
697912,SW_620,0.0
85998,HOP_62,0.0
758671,MALME_3M,1.0
643833,RPMI_8226,1.0
148958,EKVX,1.0
752,SNB_19,0.0
369395,K_562,1.0
95678,SK_OV_3,0.0
747856,CCRF_CEM,0.0
683557,PC_3,0.0
218321,OVCAR_5,0.0
38721,PC_3,0.0
757036,HS578T,0.0
169780,UACC_62,0.0
756660,CAKI_1,0.0
369100,SR,0.0
349174,NCI_H226,1.0
169780,CCRF_CEM,1.0
256942,786_0,1.0
94600,A549,1.0
24559,SN12C,1.0
295500,NCI_H522,1.0
656889,COLO205,1.0
95678,DU_145,1.0
178248,K_562,1.0
740645,COLO205,0.0
637651,RXF_393,0.0
765396,SK_MEL_2,0.0
724998,OVCAR_3,0.0
681644,OVCAR_8,1.0
757098,COLO205,0.0
366140,OVCAR_4,0.0
728073,T47D,0.0
105132,SN12C,1.0
314622,NCI_H226,0.0
249992,SN12C,1.0
682298,OVCAR_3,0.0
9706,SK_MEL_28,0.0
783107,SF_295,1.0
267469,UO_31,0.0
32065,NCI_H322M,0.0
167780,K_562,0.0
783107,SF_539,0.0
267469,HT29,1.0
754365,BT_549,0.0
736624,MDA_MB_435,0.0
139105,SN12C,1.0
271674,HT29,1.0
308847,HS578T,0.0
354646,A549,1.0
759857,LOXIMVI,1.0
124463,BT_549,0.0
736202,MDA_N,0.0
681644,MCF7,1.0
754771,UACC_257,0.0
301739,RPMI_8226,0.0
132483,SF_539,0.0
154948,NCI_H226,1.0
71795,KM12,1.0
154948,A498,0.0
627505,MDA_MB_435,0.0
354646,786_0,0.0
637037,SK_MEL_5,0.0
365798,OVCAR_5,1.0
772992,OVCAR_3,0.0
351710,A498,0.0
218321,U251,0.0
303812,HT29,0.0
56410,SN12C,1.0
683556,SNB_75,1.0
765396,SNB_19,1.0
32065,T47D,0.0
606170,RPMI_8226,0.0
697912,SF_268,1.0
26980,SW_620,1.0
328410,RPMI_8226,0.0
681636,NCI_H322M,0.0
754230,MALME_3M,0.0
643833,COLO205,0.0
249992,HCT_15,0.0
343499,CAKI_1,1.0
755384,SR,0.0
95466,HCT_15,0.0
337766,786_0,1.0
683557,NCI_H23,1.0
629971,SK_MEL_2,0.0
111533,MALME_3M,0.0
754365,786_0,0.0
683555,MDA_MB_231,0.0
681634,T47D,1.0
141549,HOP_92,1.0
296934,SNB_19,0.0
758706,K_562,0.0
104800,TK_10,0.0
105014,SR,0.0
338947,SK_MEL_2,0.0
637651,NCI_H226,1.0
338947,NCI_H522,0.0
623017,NCI_ADR_RES,0.0
681639,T47D,1.0
95678,ACHN,1.0
736202,M14,1.0
629971,BT_549,0.0
8806,IGROV1,0.0
736201,MOLT_4,1.0
759878,MDA_N,0.0
352299,LOXIMVI,0.0
755985,SNB_19,0.0
719627,TK_10,0.0
681632,CCRF_CEM,1.0
366140,M14,0.0
138783,PC_3,0.0
328410,HCT_15,0.0
369100,RPMI_8226,1.0
643833,ACHN,1.0
758612,OVCAR_4,0.0
351710,ACHN,0.0
302991,HCT_15,0.0
271674,U251,0.0
765396,MDA_N,0.0
349174,A498,0.0
758230,SF_295,1.0
104800,786_0,1.0
154948,HT29,0.0
281612,HL_60,1.0
724998,UACC_257,0.0
71795,HCC_2998,0.0
134033,SK_MEL_2,0.0
740,U251,1.0
352299,SK_MEL_2,0.0
124463,SW_620,0.0
734294,OVCAR_3,0.0
758230,T47D,0.0
681637,UO_31,1.0
169780,UO_31,0.0
118994,HL_60,1.0
629971,IGROV1,0.0
409962,NCI_H460,1.0
132483,T47D,0.0
747856,KM12,0.0
6396,HCT_116,0.0
643833,SW_620,1.0
256927,M14,0.0
760419,HOP_62,0.0
753686,NCI_H23,1.0
132313,UO_31,0.0
606173,SR,1.0
755985,IGROV1,0.0
760419,MALME_3M,0.0
314622,HOP_92,0.0
122819,DU_145,1.0
184692,SNB_75,0.0
734294,U251,1.0
82151,HS578T,0.0
287459,SF_268,1.0
681639,HCC_2998,0.0
329680,SK_OV_3,0.0
656889,RXF_393,0.0
756717,OVCAR_3,0.0
603074,A549,1.0
772992,TK_10,1.0
312887,MALME_3M,1.0
789797,COLO205,0.0
355644,TK_10,0.0
172112,KM12,0.0
182986,A549,1.0
105014,SK_MEL_5,1.0
102627,HCT_116,0.0
351710,NCI_H522,1.0
758612,A498,0.0
369100,U251,1.0
357704,MOLT_4,1.0
606985,CCRF_CEM,1.0
768112,T47D,1.0
85998,HCC_2998,0.0
163501,SK_MEL_5,1.0
279836,IGROV1,0.0
314622,MALME_3M,0.0
256927,MOLT_4,1.0
312887,HS578T,0.0
344007,RPMI_8226,0.0
295501,SNB_19,1.0
26271,K_562,1.0
606172,786_0,1.0
246131,M14,0.0
681639,OVCAR_5,0.0
63878,HCT_116,1.0
109724,OVCAR_4,0.0
639174,KM12,0.0
14229,MOLT_4,1.0
266046,786_0,1.0
141549,MCF7,1.0
256927,RXF_393,0.0
619232,OVCAR_8,1.0
167780,SK_MEL_28,0.0
681635,T47D,1.0
706744,ACHN,1.0
134727,DU_145,1.0
681637,BT_549,0.0
3088,HCT_116,0.0
755985,UACC_257,0.0
312887,BT_549,0.0
623017,MCF7,1.0
266046,OVCAR_8,0.0
295500,DU_145,0.0
772992,MDA_N,0.0
45388,SW_620,0.0
681646,SK_OV_3,1.0
610459,U251,1.0
9706,A498,0.0
755841,UO_31,0.0
736198,SK_OV_3,0.0
609699,KM12,0.0
740521,OVCAR_3,1.0
627505,LOXIMVI,0.0
610459,A549,1.0
312887,PC_3,1.0
606498,UACC_62,1.0
681636,HOP_62,1.0
105132,U251,1.0
38721,MOLT_4,1.0
603077,CCRF_CEM,1.0
94600,ACHN,1.0
752840,SNB_19,0.0
681640,NCI_H460,1.0
369100,HT29,1.0
51143,UACC_257,0.0
25154,SK_OV_3,0.0
736624,SF_539,1.0
768112,HCT_116,1.0
740268,A498,0.0
740521,SF_295,1.0
138783,SK_OV_3,0.0
759263,NCI_ADR_RES,0.0
613327,A498,1.0
134679,MOLT_4,1.0
681644,MDA_MB_435,0.0
683556,KM12,0.0
27640,T47D,0.0
145668,SK_OV_3,0.0
768112,LOXIMVI,1.0
79037,TK_10,0.0
182986,MDA_N,1.0
610459,MCF7,1.0
702294,MCF7,0.0
71795,LOXIMVI,1.0
639174,HCT_15,0.0
95441,UO_31,0.0
256439,CCRF_CEM,1.0
681632,OVCAR_8,0.0
326231,SK_MEL_28,0.0
698037,UO_31,0.0
606985,T47D,1.0
38721,A549,0.0
241240,COLO205,0.0
609699,SK_MEL_5,1.0
747856,U251,1.0
627505,ACHN,0.0
736198,HT29,0.0
681646,RPMI_8226,0.0
27640,SR,1.0
89201,U251,0.0
759857,HT29,0.0
77213,KM12,0.0
320846,MDA_MB_231,0.0
740268,SK_MEL_2,0.0
105014,CCRF_CEM,1.0
118218,BT_549,0.0
279836,MDA_MB_231,0.0
182986,LOXIMVI,1.0
374551,SNB_75,0.0
89201,HCT_15,1.0
163501,K_562,0.0
681644,NCI_H322M,0.0
109724,NCI_H23,0.0
295501,NCI_ADR_RES,0.0
365798,MALME_3M,0.0
758671,NCI_H322M,0.0
365798,NCI_H23,0.0
616348,A498,0.0
681633,SN12C,1.0
71261,RPMI_8226,1.0
167780,HS578T,0.0
606985,SNB_75,1.0
123127,MCF7,1.0
758423,NCI_ADR_RES,0.0
312887,HCC_2998,0.0
45388,TK_10,1.0
728073,HOP_62,1.0
368390,ACHN,1.0
246131,UO_31,0.0
153353,NCI_H322M,0.0
266046,CAKI_1,1.0
753686,MOLT_4,0.0
740,NCI_H522,1.0
337766,MDA_N,0.0
683558,SF_295,1.0
681636,BT_549,1.0
606986,786_0,1.0
638066,NCI_H460,1.0
326231,PC_3,0.0
153353,UACC_62,1.0
759195,U251,1.0
139105,EKVX,0.0
706744,COLO205,0.0
295500,SW_620,0.0
683557,SNB_75,1.0
326231,HCT_116,0.0
623017,UACC_257,0.0
